year,term,college,subject,subject_name,number,name,description,credit_hours,gen_ed,gen_ed_name,crn,section,section_info,section_notes,section_attributes,section_capp_area,section_co_request,section_special_approval,part_of_term,start_date,end_date,meeting,type,type_name,start_time,end_time,days,room,building,instructor
2013,Summer,KV,AAS,Asian American Studies,100,Intro Asian American Studies,"Interdisciplinary introduction to the basic concepts and approaches in Asian American Studies. Surveys the various dimensions of Asian American experiences including history, social organization, literature, arts, and politics.",3 hours.,1US,Cultural Studies - US Minority,32896,1A ,,,"UIUC Social Sciences, and US Minority Culture(s) course.",,,,S1,2013-05-13Z,2013-06-07Z,0,LCD,Lecture-Discussion,01:00 PM,04:20 PM,MTW    ,132,Bevier Hall,"Kwon, S"
2013,Summer,KV,AAS,Asian American Studies,100,Intro Asian American Studies,"Interdisciplinary introduction to the basic concepts and approaches in Asian American Studies. Surveys the various dimensions of Asian American experiences including history, social organization, literature, arts, and politics.",3 hours.,1SS,Social & Beh Sci - Soc Sci,32896,1A ,,,"UIUC Social Sciences, and US Minority Culture(s) course.",,,,S1,2013-05-13Z,2013-06-07Z,0,LCD,Lecture-Discussion,01:00 PM,04:20 PM,MTW    ,132,Bevier Hall,"Kwon, S"
2013,Summer,KV,AAS,Asian American Studies,290,Individual Study,Supervised reading and research in Asian American Studies chosen by the student with instructor approval. May be repeated to a maximum of 6 hours. Prerequisite: AAS 100.,2 TO 3 hours.,,Social & Beh Sci - Soc Sci,10027,,,,,,,,1,2013-05-13Z,2013-08-01Z,0,IND,Independent Study,ARRANGED,,,,,
2013,Summer,KV,AAS,Asian American Studies,310,Race and Cultural Diversity,"Same as AFRO 310, EPS 310, and LLS 310. See EPS 310.",4 hours.,1US,Cultural Studies - US Minority,37440,A  ,,,"Advanced Composition, and US Minority Culture(s) course.",,,,S2,2013-06-10Z,2013-08-01Z,0,ONL,Online,ARRANGED,,,,,"Anderson, J"
2013,Summer,KV,AAS,Asian American Studies,310,Race and Cultural Diversity,"Same as AFRO 310, EPS 310, and LLS 310. See EPS 310.",4 hours.,1CLL,Advanced Composition,37440,A  ,,,"Advanced Composition, and US Minority Culture(s) course.",,,,S2,2013-06-10Z,2013-08-01Z,0,ONL,Online,ARRANGED,,,,,"Anderson, J"
2013,Summer,KV,AAS,Asian American Studies,310,Race and Cultural Diversity,"Same as AFRO 310, EPS 310, and LLS 310. See EPS 310.",4 hours.,1US,Cultural Studies - US Minority,37440,A  ,,,"Advanced Composition, and US Minority Culture(s) course.",,,,S2,2013-06-10Z,2013-08-01Z,0,ONL,Online,ARRANGED,,,,,"Suarez, C"
2013,Summer,KV,AAS,Asian American Studies,310,Race and Cultural Diversity,"Same as AFRO 310, EPS 310, and LLS 310. See EPS 310.",4 hours.,1CLL,Advanced Composition,37440,A  ,,,"Advanced Composition, and US Minority Culture(s) course.",,,,S2,2013-06-10Z,2013-08-01Z,0,ONL,Online,ARRANGED,,,,,"Suarez, C"
2013,Summer,KV,AAS,Asian American Studies,310,Race and Cultural Diversity,"Same as AFRO 310, EPS 310, and LLS 310. See EPS 310.",4 hours.,1US,Cultural Studies - US Minority,37440,A  ,,,"Advanced Composition, and US Minority Culture(s) course.",,,,S2,2013-06-10Z,2013-08-01Z,0,ONL,Online,ARRANGED,,,,,"Ward, R"
2013,Summer,KV,AAS,Asian American Studies,310,Race and Cultural Diversity,"Same as AFRO 310, EPS 310, and LLS 310. See EPS 310.",4 hours.,1CLL,Advanced Composition,37440,A  ,,,"Advanced Composition, and US Minority Culture(s) course.",,,,S2,2013-06-10Z,2013-08-01Z,0,ONL,Online,ARRANGED,,,,,"Ward, R"
2013,Summer,KV,AAS,Asian American Studies,310,Race and Cultural Diversity,"Same as AFRO 310, EPS 310, and LLS 310. See EPS 310.",4 hours.,1US,Cultural Studies - US Minority,37443,B  ,,,"Advanced Composition, and US Minority Culture(s) course.",,,,S2,2013-06-10Z,2013-08-01Z,0,ONL,Online,ARRANGED,,,,,"Anderson, J"
2013,Summer,KV,AAS,Asian American Studies,310,Race and Cultural Diversity,"Same as AFRO 310, EPS 310, and LLS 310. See EPS 310.",4 hours.,1CLL,Advanced Composition,37443,B  ,,,"Advanced Composition, and US Minority Culture(s) course.",,,,S2,2013-06-10Z,2013-08-01Z,0,ONL,Online,ARRANGED,,,,,"Anderson, J"
2013,Summer,KV,AAS,Asian American Studies,310,Race and Cultural Diversity,"Same as AFRO 310, EPS 310, and LLS 310. See EPS 310.",4 hours.,1US,Cultural Studies - US Minority,37443,B  ,,,"Advanced Composition, and US Minority Culture(s) course.",,,,S2,2013-06-10Z,2013-08-01Z,0,ONL,Online,ARRANGED,,,,,"Suarez, C"
2013,Summer,KV,AAS,Asian American Studies,310,Race and Cultural Diversity,"Same as AFRO 310, EPS 310, and LLS 310. See EPS 310.",4 hours.,1CLL,Advanced Composition,37443,B  ,,,"Advanced Composition, and US Minority Culture(s) course.",,,,S2,2013-06-10Z,2013-08-01Z,0,ONL,Online,ARRANGED,,,,,"Suarez, C"
2013,Summer,KV,AAS,Asian American Studies,310,Race and Cultural Diversity,"Same as AFRO 310, EPS 310, and LLS 310. See EPS 310.",4 hours.,1US,Cultural Studies - US Minority,37443,B  ,,,"Advanced Composition, and US Minority Culture(s) course.",,,,S2,2013-06-10Z,2013-08-01Z,0,ONL,Online,ARRANGED,,,,,"Ward, R"
2013,Summer,KV,AAS,Asian American Studies,310,Race and Cultural Diversity,"Same as AFRO 310, EPS 310, and LLS 310. See EPS 310.",4 hours.,1CLL,Advanced Composition,37443,B  ,,,"Advanced Composition, and US Minority Culture(s) course.",,,,S2,2013-06-10Z,2013-08-01Z,0,ONL,Online,ARRANGED,,,,,"Ward, R"
2013,Summer,KL,ABE,Agricultural and Biological Engineering,199,Undergraduate Open Seminar,May be repeated to a maximum of 12 hours.,1 TO 5 hours.,,Advanced Composition,10141,,,,,,,,1,2013-05-13Z,2013-08-01Z,0,IND,Independent Study,ARRANGED,,,,,
2013,Summer,KL,ABE,Agricultural and Biological Engineering,497,Independent Study,"Individual research, special problems, thesis, development or design work under the supervision of a member of the faculty. No graduate credit. May be repeated to a maximum of 8 hours. Prerequisite: Consent of instructor.",1 TO 4 hours.,,Advanced Composition,33767,,Please see instructor for appropriate CRN.,,,,,,1,2013-05-13Z,2013-08-01Z,0,IND,Independent Study,ARRANGED,,,,,
2013,Summer,KL,ABE,Agricultural and Biological Engineering,498,Special Topics,Subject offerings of new and developing areas of knowledge in agricultural and biological engineering intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary to a maximum of 16 hours.,1 TO 4 hours.,,Advanced Composition,10169,,,,,,,,1,2013-05-13Z,2013-08-01Z,0,IND,Independent Study,ARRANGED,,,,,
2013,Summer,KL,ABE,Agricultural and Biological Engineering,597,Independent Study,Individual investigations or studies of any phases of agricultural engineering selected by the student and approved by the advisor and the faculty member who will supervise the study. May be repeated to a maximum of 16 hours. Prerequisite: Consent of instructor.,1 TO 4 hours.,,Advanced Composition,10174,,,,,,,,1,2013-05-13Z,2013-08-01Z,0,IND,Independent Study,ARRANGED,,,,,
2013,Summer,KL,ABE,Agricultural and Biological Engineering,599,Thesis Research,Approved for S/U grading only. May be repeated.,0 TO 16 hours.,,Advanced Composition,10177,,,,,,,,1,2013-05-13Z,2013-08-01Z,0,IND,Independent Study,ARRANGED,,,,,
2013,Summer,KM,ACCY,Accountancy,199,Undergraduate Open Seminar,May be repeated.,1 TO 5 hours.,,Advanced Composition,10033,,,,,,,,1,2013-05-13Z,2013-08-01Z,0,IND,Independent Study,ARRANGED,,,,,
2013,Summer,KM,ACCY,Accountancy,200,Fundamentals of Accounting,Survey course in the principles of accounting for students registered in schools and colleges other than the College of Business. Credit is not given for both ACCY 200 and either ACCY 201 or ACCY 202. Prerequisite: Sophomore standing.,3 hours.,,Advanced Composition,37453,ONL,,,,,,,S2,2013-06-10Z,2013-08-01Z,0,ONL,Online,ARRANGED,,,,,"Silhan, P"
2013,Summer,KM,ACCY,Accountancy,290,Prof Internship in Accountancy,"Formalized learning experience in combination with practice of accounting while engaged in an internship with a public accounting firm, business, or other off-campus organization; prior approval of learning plan and a summary report of learning experience are required. Approved for both letter and S/U grading. May be repeated in the same or subsequent terms to a maximum of 3 hours. Prerequisite: Open only to undergraduate accountancy majors with junior or senior standing; completion of 300-level accountancy courses appropriate to internship learning plan; and consent of department.",0 TO 3 hours.,,Advanced Composition,33779,O  ,,,,,,,SF,2013-05-13Z,2013-08-01Z,0,CNF,Conference,ARRANGED,,,,,"Shapland, J"
2013,Summer,KM,ACCY,Accountancy,301,Atg Measurement & Disclosure,"Introduction to measurement and reporting of organizational performance for strategic and operational purposes with a focus on a variety of financial and non-financial performance measures suitable for both internal and external decision-making. Projects, together with a series of practical workshops, facilitate self-discovery of knowledge and development of a variety of professional skills and attitudes. Prerequisite: ACCY 202 or equivalent and concurrent enrollment in ACCY 302 by students majoring in accountancy (recommended for non-accountancy majors); or consent of department.",4 hours.,,Advanced Composition,30565,AE1,IF SPACE IS AVAILABLE IT WILL OPEN TO COLLEGE OF BUSINESS MAJORS AT 2 P.M. ON APRIL 18.,,,,,,SF,2013-05-13Z,2013-08-01Z,0,LCD,Lecture-Discussion,11:00 AM,12:20 PM,MWR    ,2001,Business Instructional Fac,"Asante Appiah, B"
2013,Summer,KM,ACCY,Accountancy,301,Atg Measurement & Disclosure,"Introduction to measurement and reporting of organizational performance for strategic and operational purposes with a focus on a variety of financial and non-financial performance measures suitable for both internal and external decision-making. Projects, together with a series of practical workshops, facilitate self-discovery of knowledge and development of a variety of professional skills and attitudes. Prerequisite: ACCY 202 or equivalent and concurrent enrollment in ACCY 302 by students majoring in accountancy (recommended for non-accountancy majors); or consent of department.",4 hours.,,Advanced Composition,30026,AE2,IF SPACE IS AVAILABLE IT WILL OPEN TO COLLEGE OF BUSINESS MAJORS AT 2 P.M. ON APRIL 18.,,,,,,SF,2013-05-13Z,2013-08-01Z,0,LCD,Lecture-Discussion,12:30 PM,01:50 PM,MWR    ,3001,Business Instructional Fac,"Klevsky, E"
2013,Summer,KM,ACCY,Accountancy,302,Decision Making for Atg,"Decision making implications of information provided to organization managers and to external stakeholders such as investors, creditors, customers, and regulators. Concepts from economics, statistics, and psychology emphasize the use of quantitative techniques to comprehend uncertainty and risk. Projects, together with a series of practical workshops, facilitate self-discovery of knowledge and development of a variety of professional skills and attitudes. Prerequisite: ACCY 202 or equivalent; ECON 203 or equivalent or concurrent enrollment; and concurrent enrollment in ACCY 301 by students majoring in Accountancy (recommended for non-Accountancy majors); or consent of department.",4 hours.,,Advanced Composition,30034,AE1,IF SPACE IS AVAILABLE IT WILL OPEN TO COLLEGE OF BUSINESS MAJORS AT 2 P.M. ON APRIL 18.,,,,,,SF,2013-05-13Z,2013-08-01Z,0,LCD,Lecture-Discussion,09:30 AM,10:50 AM,MWR    ,3001,Business Instructional Fac,"Finnegan, T"
2013,Summer,KM,ACCY,Accountancy,302,Decision Making for Atg,"Decision making implications of information provided to organization managers and to external stakeholders such as investors, creditors, customers, and regulators. Concepts from economics, statistics, and psychology emphasize the use of quantitative techniques to comprehend uncertainty and risk. Projects, together with a series of practical workshops, facilitate self-discovery of knowledge and development of a variety of professional skills and attitudes. Prerequisite: ACCY 202 or equivalent; ECON 203 or equivalent or concurrent enrollment; and concurrent enrollment in ACCY 301 by students majoring in Accountancy (recommended for non-Accountancy majors); or consent of department.",4 hours.,,Advanced Composition,30037,AE2,IF SPACE IS AVAILABLE IT WILL OPEN TO COLLEGE OF BUSINESS MAJORS AT 2 P.M. ON APRIL 18.,,,,,,SF,2013-05-13Z,2013-08-01Z,0,LCD,Lecture-Discussion,02:00 PM,03:20 PM,MWR    ,3001,Business Instructional Fac,"Demere, P"
2013,Summer,KM,ACCY,Accountancy,303,Atg Institutions and Reg,"Regulation theory and practice as applied to accounting information. A general framework for regulation of accounting procedures is developed. This framework is applied to reporting, taxation, and regulated business activities. Projects facilitate self-discovery of knowledge and the development of professional attitudes and skills with emphasis on professional research. Prerequisite: ACCY 301 and ECON 302 and FIN 221; or consent of department.",4 hours.,,Advanced Composition,30048,AE2,IF SPACE IS AVAILABLE IT WILL OPEN TO COLLEGE OF BUSINESS MAJORS AT 2 P.M. ON APRIL 16.,,,,,,SF,2013-05-13Z,2013-08-01Z,0,LCD,Lecture-Discussion,12:30 PM,01:50 PM,MWR    ,2001,Business Instructional Fac,"Grant, S"
2013,Summer,KM,ACCY,Accountancy,304,Accounting Control Systems,"Broad perspective on accounting and control that considers attainment of all goals of an organization, including those concerned with financial objectives. Topics include the conceptual foundations of control and application of practical, analytical tools to the evaluation of an organization's control environment. Cases, class discussion and field research projects emphasize independent thinking, group processes, and communication. Prerequisite: ACCY 301 and ACCY 302 and BADM 310; or consent of department.",4 hours.,,Advanced Composition,30061,AE1,IF SPACE IS AVAILABLE IT WILL OPEN TO COLLEGE OF BUSINESS MAJORS AT 2 P.M. ON APRIL 16.,,,,,,SF,2013-05-13Z,2013-08-01Z,0,LCD,Lecture-Discussion,09:30 AM,10:50 AM,MWR    ,2007,Business Instructional Fac,"Estep, C"
2013,Summer,KM,ACCY,Accountancy,304,Accounting Control Systems,"Broad perspective on accounting and control that considers attainment of all goals of an organization, including those concerned with financial objectives. Topics include the conceptual foundations of control and application of practical, analytical tools to the evaluation of an organization's control environment. Cases, class discussion and field research projects emphasize independent thinking, group processes, and communication. Prerequisite: ACCY 301 and ACCY 302 and BADM 310; or consent of department.",4 hours.,,Advanced Composition,30066,AE2,IF SPACE IS AVAILABLE IT WILL OPEN TO COLLEGE OF BUSINESS MAJORS AT 2 P.M. ON APRIL 16.,,,,,,SF,2013-05-13Z,2013-08-01Z,0,LCD,Lecture-Discussion,02:00 PM,03:20 PM,MWR    ,2001,Business Instructional Fac,"Crowley, R"
