year,term,college,subject,subject_name,number,name,description,credit_hours,gen_ed,gen_ed_name,crn,section,section_info,section_notes,section_attributes,section_capp_area,section_co_request,section_special_approval,part_of_term,start_date,end_date,meeting,type,type_name,start_time,end_time,days,room,building,instructor
2015,Summer,KV,AAS,Asian American Studies,290,Individual Study,Supervised reading and research in Asian American Studies chosen by the student with instructor approval. May be repeated to a maximum of 6 hours. Prerequisite: AAS 100.,2 TO 3 hours.,,,10027,,,,,,,,1,2015-05-18Z,2015-08-06Z,0,IND,Independent Study,ARRANGED,,,,,
2015,Summer,KV,AAS,Asian American Studies,310,Race and Cultural Diversity,"Same as AFRO 310, EPS 310, and LLS 310. See EPS 310.",4 hours.,1US,Cultural Studies - US Minority,37440,A  ,"EPS 310 Race and Cultural Diversity Credit: 4 hours. Study of race and cultural diversity from Colonial era to present; the evolution of racial ideology in an ethnically heterogeneous society; the impact of race on the structures and operations of fundamental social institutions; the role of race in contemporary politics and popular culture.  Same as AAS 310, AFRO 310, and LLS 310. Prerequisite: Completion of campus Composition I general education requirement. This course satisfies the General Education Criteria in Summer 2015 for a UIUC: US Minority Culture(s) course , and UIUC: Advanced Composition course",,"Advanced Composition, and US Minority Culture(s) course.",,,,S2,2015-06-15Z,2015-08-06Z,0,ONL,Online,05:00 PM,07:00 PM,M      ,,,"Anderson, J"
2015,Summer,KV,AAS,Asian American Studies,310,Race and Cultural Diversity,"Same as AFRO 310, EPS 310, and LLS 310. See EPS 310.",4 hours.,1CLL,Advanced Composition,37440,A  ,"EPS 310 Race and Cultural Diversity Credit: 4 hours. Study of race and cultural diversity from Colonial era to present; the evolution of racial ideology in an ethnically heterogeneous society; the impact of race on the structures and operations of fundamental social institutions; the role of race in contemporary politics and popular culture.  Same as AAS 310, AFRO 310, and LLS 310. Prerequisite: Completion of campus Composition I general education requirement. This course satisfies the General Education Criteria in Summer 2015 for a UIUC: US Minority Culture(s) course , and UIUC: Advanced Composition course",,"Advanced Composition, and US Minority Culture(s) course.",,,,S2,2015-06-15Z,2015-08-06Z,0,ONL,Online,05:00 PM,07:00 PM,M      ,,,"Anderson, J"
2015,Summer,KV,AAS,Asian American Studies,310,Race and Cultural Diversity,"Same as AFRO 310, EPS 310, and LLS 310. See EPS 310.",4 hours.,1US,Cultural Studies - US Minority,37440,A  ,"EPS 310 Race and Cultural Diversity Credit: 4 hours. Study of race and cultural diversity from Colonial era to present; the evolution of racial ideology in an ethnically heterogeneous society; the impact of race on the structures and operations of fundamental social institutions; the role of race in contemporary politics and popular culture.  Same as AAS 310, AFRO 310, and LLS 310. Prerequisite: Completion of campus Composition I general education requirement. This course satisfies the General Education Criteria in Summer 2015 for a UIUC: US Minority Culture(s) course , and UIUC: Advanced Composition course",,"Advanced Composition, and US Minority Culture(s) course.",,,,S2,2015-06-15Z,2015-08-06Z,0,ONL,Online,05:00 PM,07:00 PM,M      ,,,"Marrun, N"
2015,Summer,KV,AAS,Asian American Studies,310,Race and Cultural Diversity,"Same as AFRO 310, EPS 310, and LLS 310. See EPS 310.",4 hours.,1CLL,Advanced Composition,37440,A  ,"EPS 310 Race and Cultural Diversity Credit: 4 hours. Study of race and cultural diversity from Colonial era to present; the evolution of racial ideology in an ethnically heterogeneous society; the impact of race on the structures and operations of fundamental social institutions; the role of race in contemporary politics and popular culture.  Same as AAS 310, AFRO 310, and LLS 310. Prerequisite: Completion of campus Composition I general education requirement. This course satisfies the General Education Criteria in Summer 2015 for a UIUC: US Minority Culture(s) course , and UIUC: Advanced Composition course",,"Advanced Composition, and US Minority Culture(s) course.",,,,S2,2015-06-15Z,2015-08-06Z,0,ONL,Online,05:00 PM,07:00 PM,M      ,,,"Marrun, N"
2015,Summer,KV,AAS,Asian American Studies,310,Race and Cultural Diversity,"Same as AFRO 310, EPS 310, and LLS 310. See EPS 310.",4 hours.,1US,Cultural Studies - US Minority,37440,A  ,"EPS 310 Race and Cultural Diversity Credit: 4 hours. Study of race and cultural diversity from Colonial era to present; the evolution of racial ideology in an ethnically heterogeneous society; the impact of race on the structures and operations of fundamental social institutions; the role of race in contemporary politics and popular culture.  Same as AAS 310, AFRO 310, and LLS 310. Prerequisite: Completion of campus Composition I general education requirement. This course satisfies the General Education Criteria in Summer 2015 for a UIUC: US Minority Culture(s) course , and UIUC: Advanced Composition course",,"Advanced Composition, and US Minority Culture(s) course.",,,,S2,2015-06-15Z,2015-08-06Z,0,ONL,Online,05:00 PM,07:00 PM,M      ,,,"Ward, R"
2015,Summer,KV,AAS,Asian American Studies,310,Race and Cultural Diversity,"Same as AFRO 310, EPS 310, and LLS 310. See EPS 310.",4 hours.,1CLL,Advanced Composition,37440,A  ,"EPS 310 Race and Cultural Diversity Credit: 4 hours. Study of race and cultural diversity from Colonial era to present; the evolution of racial ideology in an ethnically heterogeneous society; the impact of race on the structures and operations of fundamental social institutions; the role of race in contemporary politics and popular culture.  Same as AAS 310, AFRO 310, and LLS 310. Prerequisite: Completion of campus Composition I general education requirement. This course satisfies the General Education Criteria in Summer 2015 for a UIUC: US Minority Culture(s) course , and UIUC: Advanced Composition course",,"Advanced Composition, and US Minority Culture(s) course.",,,,S2,2015-06-15Z,2015-08-06Z,0,ONL,Online,05:00 PM,07:00 PM,M      ,,,"Ward, R"
2015,Summer,KV,AAS,Asian American Studies,310,Race and Cultural Diversity,"Same as AFRO 310, EPS 310, and LLS 310. See EPS 310.",4 hours.,1US,Cultural Studies - US Minority,37443,B  ,"EPS 310 Race and Cultural Diversity Credit: 4 hours. Study of race and cultural diversity from Colonial era to present; the evolution of racial ideology in an ethnically heterogeneous society; the impact of race on the structures and operations of fundamental social institutions; the role of race in contemporary politics and popular culture.  Same as AAS 310, AFRO 310, and LLS 310. Prerequisite: Completion of campus Composition I general education requirement. This course satisfies the General Education Criteria in Summer 2015 for a UIUC: US Minority Culture(s) course , and UIUC: Advanced Composition course",,"Advanced Composition, and US Minority Culture(s) course.",,,,S2,2015-06-15Z,2015-08-06Z,0,ONL,Online,05:00 PM,07:00 PM,M      ,,,"Anderson, J"
2015,Summer,KV,AAS,Asian American Studies,310,Race and Cultural Diversity,"Same as AFRO 310, EPS 310, and LLS 310. See EPS 310.",4 hours.,1CLL,Advanced Composition,37443,B  ,"EPS 310 Race and Cultural Diversity Credit: 4 hours. Study of race and cultural diversity from Colonial era to present; the evolution of racial ideology in an ethnically heterogeneous society; the impact of race on the structures and operations of fundamental social institutions; the role of race in contemporary politics and popular culture.  Same as AAS 310, AFRO 310, and LLS 310. Prerequisite: Completion of campus Composition I general education requirement. This course satisfies the General Education Criteria in Summer 2015 for a UIUC: US Minority Culture(s) course , and UIUC: Advanced Composition course",,"Advanced Composition, and US Minority Culture(s) course.",,,,S2,2015-06-15Z,2015-08-06Z,0,ONL,Online,05:00 PM,07:00 PM,M      ,,,"Anderson, J"
2015,Summer,KV,AAS,Asian American Studies,310,Race and Cultural Diversity,"Same as AFRO 310, EPS 310, and LLS 310. See EPS 310.",4 hours.,1US,Cultural Studies - US Minority,37443,B  ,"EPS 310 Race and Cultural Diversity Credit: 4 hours. Study of race and cultural diversity from Colonial era to present; the evolution of racial ideology in an ethnically heterogeneous society; the impact of race on the structures and operations of fundamental social institutions; the role of race in contemporary politics and popular culture.  Same as AAS 310, AFRO 310, and LLS 310. Prerequisite: Completion of campus Composition I general education requirement. This course satisfies the General Education Criteria in Summer 2015 for a UIUC: US Minority Culture(s) course , and UIUC: Advanced Composition course",,"Advanced Composition, and US Minority Culture(s) course.",,,,S2,2015-06-15Z,2015-08-06Z,0,ONL,Online,05:00 PM,07:00 PM,M      ,,,"Marrun, N"
