year,term,college,subject,subject_name,number,name,description,credit_hours,gen_ed,gen_ed_name,crn,section,section_info,section_notes,section_attributes,section_capp_area,section_co_request,section_special_approval,part_of_term,start_date,end_date,meeting,type,type_name,start_time,end_time,days,room,building,instructor
2020,Summer,KV,AAS,Asian American Studies,201,US Racial & Ethnic Politics,"Same as AFRO 201, LLS 201, and PS 201. See PS 201.",3 hours.,1US,Cultural Studies - US Minority,40507,ONL,"This section has one or more proctored exams, which may carry additional fees.",,"Social & Beh Sci - Soc Sci, and Cultural Studies - US Minority course.",,,,S2,2020-06-15Z,2020-08-06Z,0,ONL,Online,ARRANGED,,,,,"Jung, S"
2020,Summer,KV,AAS,Asian American Studies,201,US Racial & Ethnic Politics,"Same as AFRO 201, LLS 201, and PS 201. See PS 201.",3 hours.,1SS,Social & Beh Sci - Soc Sci,40507,ONL,"This section has one or more proctored exams, which may carry additional fees.",,"Social & Beh Sci - Soc Sci, and Cultural Studies - US Minority course.",,,,S2,2020-06-15Z,2020-08-06Z,0,ONL,Online,ARRANGED,,,,,"Jung, S"
2020,Summer,KL,ABE,Agricultural and Biological Engineering,199,Undergraduate Open Seminar,May be repeated to a maximum of 12 hours.,1 TO 5 hours.,,Social & Beh Sci - Soc Sci,10141,,,,,,,,1,2020-05-18Z,2020-08-06Z,0,IND,Independent Study,ARRANGED,,,,,
2020,Summer,KL,ABE,Agricultural and Biological Engineering,397,Independent Study,"Individual research, special problems, thesis, development or design work under the supervision of a member of the faculty. May be repeated to a maximum of 8 hours. Prerequisite: Consent of instructor.",1 TO 4 hours.,,Social & Beh Sci - Soc Sci,39506,,,,,,,,1,2020-05-18Z,2020-08-06Z,0,IND,Independent Study,ARRANGED,,,,,
2020,Summer,KL,ABE,Agricultural and Biological Engineering,497,Independent Study,"Individual research, special problems, thesis, development or design work under the supervision of a member of the faculty. 1 to 4 undergraduate hours. No graduate credit. May be repeated to a maximum of 8 hours. Prerequisite: Consent of instructor.",1 TO 4 hours.,,Social & Beh Sci - Soc Sci,33767,,Please see instructor for appropriate CRN.,,,,,,1,2020-05-18Z,2020-08-06Z,0,IND,Independent Study,ARRANGED,,,,,
2020,Summer,KL,ABE,Agricultural and Biological Engineering,498,Special Topics,Subject offerings of new and developing areas of knowledge in agricultural and biological engineering intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. 1 to 4 undergraduate hours. 1 to 4 graduate hours. May be repeated in the same or separate terms if topics vary to a maximum of 16 hours.,1 to 4 hours.,,Social & Beh Sci - Soc Sci,10169,,,,,,,,1,2020-05-18Z,2020-08-06Z,0,IND,Independent Study,ARRANGED,,,,,
2020,Summer,KL,ABE,Agricultural and Biological Engineering,597,Independent Study,Individual investigations or studies of any phases of agricultural engineering selected by the student and approved by the advisor and the faculty member who will supervise the study. May be repeated to a maximum of 16 hours. Prerequisite: Consent of instructor.,1 TO 4 hours.,,Social & Beh Sci - Soc Sci,10174,,,,,,,,1,2020-05-18Z,2020-08-06Z,0,IND,Independent Study,ARRANGED,,,,,
2020,Summer,KL,ABE,Agricultural and Biological Engineering,599,Thesis Research,Approved for S/U grading only. May be repeated.,0 TO 16 hours.,,Social & Beh Sci - Soc Sci,10177,,,,,,,,1,2020-05-18Z,2020-08-06Z,0,IND,Independent Study,ARRANGED,,,,,
2020,Summer,KM,ACCY,Accountancy,199,Undergraduate Open Seminar,May be repeated.,1 TO 5 hours.,,Social & Beh Sci - Soc Sci,10033,,,,,,,,1,2020-05-18Z,2020-08-06Z,0,IND,Independent Study,ARRANGED,,,,,
2020,Summer,KM,ACCY,Accountancy,200,Fundamentals of Accounting,Survey course in the principles of accounting for students registered in schools and colleges other than the College of Business. Credit is not given for both ACCY 200 and either ACCY 201 or ACCY 202. Prerequisite: Sophomore standing.,3 hours.,,Social & Beh Sci - Soc Sci,37453,ONL,"Restricted to majors in Technical Systems Management, Crop Sciences, Food Science & Human Nutrition, Industrial Engineering, Actuarial Science, Systems Engineering and Design majors.  This course will open to all of campus to allow business minors and prospective business minors the option to register on May 19 at approximately 10 am.   This section has one or more proctored exams, which may carry additional fees.",,,,,,S2,2020-06-15Z,2020-08-06Z,0,ONL,Online,ARRANGED,,,,,"Silhan, P"
2020,Summer,KM,ACCY,Accountancy,202,Accounting and Accountancy II,"Continuation of ACCY 201 with focus on strategic management of economic resources, together with acquisition of such resources, and financial and non-financial measures of organizational performance. Credit is not given for both ACCY 202 and ACCY 200. Prerequisite: ACCY 201 or equivalent.",3 hours.,,Social & Beh Sci - Soc Sci,30562,A  ,"You just need to register for this one section if you would like to take this course online- You do NOT need to register for a discussion and lecture section for this online summer course as they are combined. Accountancy course prerequisites are strictly enforced. The Accounting Department will not allow students to advance in the accounting curriculum if they have not met the required prerequisite for previous accountancy courses taken. This section has one or more proctored evening exams, which may carry additional fees.",,,,,,S2,2020-06-15Z,2020-08-06Z,0,ONL,Online,ARRANGED,,,,,"Shapland, J"
2020,Summer,KM,ACCY,Accountancy,290,Prof Internship in Accountancy,"Formalized learning experience in combination with practice of accounting while engaged in an internship with a public accounting firm, business, or other off-campus organization; prior approval of learning plan and a summary report of learning experience are required. Approved for Letter and S/U grading. May be repeated in subsequent terms to a maximum of 3 hours. Prerequisite: Open to Department of Accountancy students; completion of ACCY 201 and ACCY 202 (or equivalent); and consent of department.",0 TO 3 hours.,,Social & Beh Sci - Soc Sci,33779,O  ,,,,,,,S2,2020-06-15Z,2020-08-06Z,0,CNF,Conference,ARRANGED,,,,,"Shapland, J"
2020,Summer,KM,ACCY,Accountancy,301,Atg Measurement & Disclosure,"Introduction to measurement and reporting of organizational performance for strategic and operational purposes with a focus on a variety of financial and non-financial performance measures suitable for both internal and external decision-making. Projects, together with a series of practical workshops, facilitate self-discovery of knowledge and development of a variety of professional skills and attitudes. Prerequisite: ACCY 202 or equivalent and recommend concurrent enrollment in ACCY 302 for Accountancy majors.",3 hours.,,Social & Beh Sci - Soc Sci,30026,AE2,Registration restricted to College of Business majors and Ag ACCY majors.   Accountancy course prerequisites are strictly enforced.  The Accounting Department will not allow students to advance in the accounting curriculum if they have not met the required prerequisite for previous accountancy courses taken.,,,,,,S2,2020-06-15Z,2020-08-06Z,0,ONL,Online,12:30 PM,01:50 PM,MTWR   ,,,"Lyman, R"
2020,Summer,KM,ACCY,Accountancy,302,Decision Making for Atg,"Decision making implications of information provided to organization managers and to external stakeholders such as investors, creditors, customers, and regulators. Concepts from economics, statistics, and psychology emphasize the use of quantitative techniques to comprehend uncertainty and risk. Projects, together with a series of practical workshops, facilitate self-discovery of knowledge and development of a variety of professional skills and attitudes. Prerequisite: ACCY 202 or equivalent; BADM 210 or concurrent enrollment; and recommend concurrent enrollment in ACCY 301 for Accountancy majors.",3 hours.,,Social & Beh Sci - Soc Sci,30037,AE2,Registration restricted to College of Business majors and Ag ACCY majors.   Accountancy course prerequisites are strictly enforced.  The Accounting Department will not allow students to advance in the accounting curriculum if they have not met the required prerequisite for previous accountancy courses taken.,,,,,,S2,2020-06-15Z,2020-08-06Z,0,ONL,Online,04:00 PM,05:20 PM,MTWR   ,,,"Zhang, Z"
2020,Summer,KM,ACCY,Accountancy,303,Accounting Institutions and Regulation,"Regulation theory and practice as applied to accounting information. A general framework for regulation of accounting procedures is developed. This framework is applied to reporting, taxation, and regulated business activities. Projects facilitate self-discovery of knowledge and the development of professional attitudes and skills with emphasis on professional research. Prerequisite: ACCY 301 and FIN 221.",3 hours.,,Social & Beh Sci - Soc Sci,30041,AE1,Registration restricted to College of Business majors and Ag ACCY majors.   Accountancy course prerequisites are strictly enforced.  The Accounting Department will not allow students to advance in the accounting curriculum if they have not met the required prerequisite for previous accountancy courses taken.,,,,,,S2,2020-06-15Z,2020-08-06Z,0,ONL,Online,11:00 AM,12:20 PM,MTWR   ,,,"Johanns, A"
