year,term,college,subject,subject_name,number,name,description,credit_hours,gen_ed,gen_ed_name,crn,section,section_info,section_notes,section_attributes,section_capp_area,section_co_request,section_special_approval,part_of_term,start_date,end_date,meeting,type,type_name,start_time,end_time,days,room,building,instructor
2009,Summer,KV,AAS,Asian American Studies,100,Intro Asian American Studies,"Interdisciplinary introduction to the basic concepts and approaches in Asian American Studies. Surveys the various dimensions of Asian American experiences including history, social organization, literature, arts, and politics.",3 hours.,1US,Cultural Studies - US Minority,32896,AA ,,,"UIUC Social Sciences, and US Minority Culture(s) course.",,,,S2A,2009-06-15Z,2009-07-10Z,0,LCD,Lecture-Discussion,01:00 PM,04:20 PM,TWR    ,G18,Foreign Languages Building,"Espiritu, A"
2009,Summer,KV,AAS,Asian American Studies,100,Intro Asian American Studies,"Interdisciplinary introduction to the basic concepts and approaches in Asian American Studies. Surveys the various dimensions of Asian American experiences including history, social organization, literature, arts, and politics.",3 hours.,1SS,Social & Beh Sci - Soc Sci,32896,AA ,,,"UIUC Social Sciences, and US Minority Culture(s) course.",,,,S2A,2009-06-15Z,2009-07-10Z,0,LCD,Lecture-Discussion,01:00 PM,04:20 PM,TWR    ,G18,Foreign Languages Building,"Espiritu, A"
2009,Summer,KV,AAS,Asian American Studies,120,Intro to Asian Am Pop Culture,Introductory understanding of the way U.S. popular culture has affected Asian Americans and the contributions Asian Americans have made to U.S. media and popular culture since the mid 1880's.,3 hours.,1US,Cultural Studies - US Minority,33565,AB ,,,US Minority Culture(s) course.,,,,S2B,2009-07-13Z,2009-08-06Z,0,LCD,Lecture-Discussion,01:00 PM,04:20 PM,TWR    ,G18,Foreign Languages Building,"Espiritu, A"
2009,Summer,KL,ABE,Agricultural and Biological Engineering,199,Undergraduate Open Seminar,May be repeated to a maximum of 12 hours.,1 TO 5 hours.,,Cultural Studies - US Minority,10141,,,,,,,,1,2009-05-18Z,2009-08-06Z,0,IND,Independent Study,ARRANGED,,,,,
2009,Summer,KL,ABE,Agricultural and Biological Engineering,396,Honors Independent Study,"Individual research, special problems, thesis, development and/or design work for James Scholars under the direction of the honors advisor. May be repeated to a maximum of 8 hours. Prerequisite: Consent of instructor.",1 TO 4 hours.,,Cultural Studies - US Minority,10163,,,,,,,,1,2009-05-18Z,2009-08-06Z,0,IND,Independent Study,ARRANGED,,,,,
2009,Summer,KL,ABE,Agricultural and Biological Engineering,497,Independent Study,"Individual research, special problems, thesis, development and/or design work under the supervision of a member of the faculty. 1 to 4 undergraduate hours. May be repeated to a maximum of 8 hours. Prerequisite: Consent of instructor.",1 TO 4 hours.,,Cultural Studies - US Minority,33767,,Please see instructor for appropriate CRN.,,,,,,1,2009-05-18Z,2009-08-06Z,0,IND,Independent Study,ARRANGED,,,,,
2009,Summer,KL,ABE,Agricultural and Biological Engineering,498,Special Topics,Subject offerings of new and developing areas of knowledge in agricultural and biological engineering intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary to a maximum of 16 hours.,1 TO 4 hours.,,Cultural Studies - US Minority,10169,,,,,,,,1,2009-05-18Z,2009-08-06Z,0,IND,Independent Study,ARRANGED,,,,,
2009,Summer,KL,ABE,Agricultural and Biological Engineering,597,Independent Study,Individual investigations or studies of any phases of agricultural engineering selected by the student and approved by the advisor and the faculty member who will supervise the study. May be repeated to a maximum of 16 hours. Prerequisite: Consent of instructor.,1 TO 4 hours.,,Cultural Studies - US Minority,10174,,,,,,,,1,2009-05-18Z,2009-08-06Z,0,IND,Independent Study,ARRANGED,,,,,
2009,Summer,KL,ABE,Agricultural and Biological Engineering,599,Thesis Research,Approved for S/U grading only. May be repeated.,0 TO 16 hours.,,Cultural Studies - US Minority,10177,,,,,,,,1,2009-05-18Z,2009-08-06Z,0,IND,Independent Study,ARRANGED,,,,,
2009,Summer,KM,ACCY,Accountancy,199,Undergraduate Open Seminar,May be repeated.,1 TO 5 hours.,,Cultural Studies - US Minority,10033,,,,,,,,1,2009-05-18Z,2009-08-06Z,0,IND,Independent Study,ARRANGED,,,,,
