year,term,college,subject,subject_name,number,name,description,credit_hours,gen_ed,gen_ed_name,crn,section,section_info,section_notes,section_attributes,section_capp_area,section_co_request,section_special_approval,part_of_term,start_date,end_date,meeting,type,type_name,start_time,end_time,days,room,building,instructor
2008,Summer,KV,AAS,Asian American Studies Program,100,Intro Asian American Studies,"Interdisciplinary introduction to the basic concepts and approaches in Asian American Studies. Surveys the various dimensions of Asian American experiences including history, social organization, literature, arts, and politics.",3 hours.,1US,Cultural Studies - US Minority,32896,A1 ,,,"UIUC Social Sciences, and US Minority Culture(s) course.",,,,S1,2008-05-12Z,2008-06-06Z,0,LCD,Lecture-Discussion,10:00 AM,01:20 PM,TWR    ,G36,Foreign Languages Building,"Manalansan, M"
2008,Summer,KV,AAS,Asian American Studies Program,100,Intro Asian American Studies,"Interdisciplinary introduction to the basic concepts and approaches in Asian American Studies. Surveys the various dimensions of Asian American experiences including history, social organization, literature, arts, and politics.",3 hours.,1SS,Social & Beh Sci - Soc Sci,32896,A1 ,,,"UIUC Social Sciences, and US Minority Culture(s) course.",,,,S1,2008-05-12Z,2008-06-06Z,0,LCD,Lecture-Discussion,10:00 AM,01:20 PM,TWR    ,G36,Foreign Languages Building,"Manalansan, M"
2008,Summer,KL,ABE,Agricultural and Biological Engineering,199,Undergraduate Open Seminar,May be repeated to a maximum of 12 hours.,1 TO 5 hours.,,Social & Beh Sci - Soc Sci,10141,,,,,,,,1,2008-05-12Z,2008-07-31Z,0,IND,Independent Study,ARRANGED,,,,,
2008,Summer,KL,ABE,Agricultural and Biological Engineering,396,Honors Independent Study,"Individual research, special problems, thesis, development and/or design work for James Scholars under the direction of the honors advisor. May be repeated to a maximum of 8 hours. Prerequisite: Consent of instructor.",1 TO 4 hours.,,Social & Beh Sci - Soc Sci,10163,,,,,,,,1,2008-05-12Z,2008-07-31Z,0,IND,Independent Study,ARRANGED,,,,,
2008,Summer,KL,ABE,Agricultural and Biological Engineering,497,Independent Study,"Individual research, special problems, thesis, development and/or design work under the supervision of a member of the faculty. 1 to 4 undergraduate hours. May be repeated to a maximum of 8 hours. Prerequisite: Consent of instructor.",1 TO 4 hours.,,Social & Beh Sci - Soc Sci,33767,,Please see instructor for appropriate CRN.,,,,,,1,2008-05-12Z,2008-07-31Z,0,IND,Independent Study,ARRANGED,,,,,
2008,Summer,KL,ABE,Agricultural and Biological Engineering,498,Special Topics,Group discussion or an experimental course on a special topic in agricultural and biological engineering. May be repeated to a maximum of 16 hours. Prerequisite: As specified for each topic offering; see Schedule or departmental course information.,1 TO 4 hours.,,Social & Beh Sci - Soc Sci,10169,,,,,,,,1,2008-05-12Z,2008-07-31Z,0,IND,Independent Study,ARRANGED,,,,,
2008,Summer,KL,ABE,Agricultural and Biological Engineering,597,Independent Study,Individual investigations or studies of any phases of agricultural engineering selected by the student and approved by the advisor and the faculty member who will supervise the study. May be repeated to a maximum of 16 hours. Prerequisite: Consent of instructor.,1 TO 4 hours.,,Social & Beh Sci - Soc Sci,10174,,,,,,,,1,2008-05-12Z,2008-07-31Z,0,IND,Independent Study,ARRANGED,,,,,
2008,Summer,KL,ABE,Agricultural and Biological Engineering,599,Thesis Research,Approved for S/U grading only. May be repeated.,0 TO 16 hours.,,Social & Beh Sci - Soc Sci,10177,,,,,,,,1,2008-05-12Z,2008-07-31Z,0,IND,Independent Study,ARRANGED,,,,,
2008,Summer,KM,ACCY,Accountancy,199,Undergraduate Open Seminar,May be repeated.,1 TO 5 hours.,,Social & Beh Sci - Soc Sci,10033,,,,,,,,1,2008-05-12Z,2008-07-31Z,0,IND,Independent Study,ARRANGED,,,,,
2008,Summer,KM,ACCY,Accountancy,201,Accounting and Accountancy I,"Introduction to the role of accounting information in establishing organization objectives and goals and identification of strategies to best achieve such objectives and goals. Topics focus on the utility of information necessary for the formation, execution and monitoring of the variety of contracts embedded in organization strategies. Projects facilitate self-discovery of knowledge and development of a variety of professional skills and attitudes. Credit is not given for both ACCY 201 and ACCY 200. Prerequisite: ECON 102 and ECON 103 or equivalents. ",3 hours.,,Social & Beh Sci - Soc Sci,30561,A  ,,,,,,,SF,2008-05-12Z,2008-07-31Z,0,LCD,Lecture-Discussion,10:00 AM,11:20 AM,MWR    ,36,Wohlers Hall,"Feller, A"
