year,term,college,subject,subject_name,number,name,description,credit_hours,gen_ed,gen_ed_name,crn,section,section_info,section_notes,section_attributes,section_capp_area,section_co_request,section_special_approval,part_of_term,start_date,end_date,meeting,type,type_name,start_time,end_time,days,room,building,instructor
2019,Winter,KL,ACE,Agricultural and Consumer Economics,240,Personal Financial Planning,"Examines principles of financial planning applied to individuals and households, with attention to organizing and analyzing financial information, budgeting, acquiring financial assets, managing credit, planning for taxes, investments, risk management, retirement, and estate planning. Prerequisite: Sophomore standing or consent of instructor.",3 hours.,,,10035,ONL,"This section has one or more proctored exams, which may carry additional fees.  For ProctorU technical specifications and additional information visit:  http://citl.illinois.edu/services/for-students/proctoru.",,,,,,1,2018-12-21Z,2019-01-12Z,0,ONL,Online,ARRANGED,,,,,"Stoddard, P"
2019,Winter,KT,ADV,Charles H. Sandage Department of Advertising,312,Advertising History,"In this course, you will develop a rich knowledge base of advertising and the advertising industry as it has evolved in the United States over the last two centuries. Included will be an analysis of the key events, forces, people and technology.",3 hours.,,,10003,A  ,"Students who have completed ADV 412 should not register for ADV 312.  While the number is different, the course content is the same.  Registering for the new course would be seen as duplicate credit.  Duplicate credit does not count toward graduation and students registering for the duplicate course will be asked to drop.",,,,,,1,2018-12-21Z,2019-01-12Z,0,ONL,Online,ARRANGED,,,,,"Chambers, J"
2019,Winter,KL,ANSC,Animal Sciences,207,Companion Animal Biology &Care,"An introduction to companion animal biology through consideration of the physical structure, nutrition, behavior, and reproduction of animal species most commonly kept as companions. The basic information is applied to discussion of basic preventive health care. Course content is largely focused on cats and dogs, although other mammals, birds and reptiles will be briefly considered. Legal and economic issues, and ethical considerations associated with companion animals are also incorporated into the course discussion.",3 hours.,1LS,Nat Sci & Tech - Life Sciences,10062,AN1,,,Nat Sci & Tech - Life Sciences course.,,,,1,2018-12-21Z,2019-01-12Z,0,ONL,Online,ARRANGED,,,,,"Fischer-Brown, A"
2019,Winter,KR,ART,"Art and Design, School of",100,Understanding Visual Culture,"Interdisciplinary methods in recognizing and understanding meaning of a wide range of visual messages in the arts, design, and culture, with emphasis on critical thinking and analysis. Topics include: visual perception, visual persuasion, the visual interpretation of time and space, humor. Contemporary art and design are explored through the use of semiotics and historical, cultural and ethical aesthetic and technical perspectives.",3 hours.,1LA,Humanities – Lit & Arts,10045,JB ,The learning platform will be Compass.,,Humanities - Lit & Arts course.,,,,1,2018-12-21Z,2019-01-12Z,0,ONL,Online,ARRANGED,,,,,"Burns, J"
2019,Winter,KV,ASTR,Astronomy,100,Introduction to Astronomy,"Introduces the student to the basic concepts of modern astronomy. Covers topics including the night sky; the solar system and its origin; the nature and evolution of stars; stellar remnants, including white dwarfs, neutron stars, and black holes; extrasolar planetary systems; galaxies and quasars; dark matter and dark energy; the Big Bang and the fate of the universe; and life in the universe. Credit is not given for ASTR 100 if credit in any of ASTR 121, ASTR 122, ASTR 210, or equivalent has been earned. Students with credit in PHYS 211 are encouraged to take ASTR 210.",3 hours.,1PS,Nat Sci & Tech - Phys Sciences,10005,ONL,"This section has one or more proctored exams, which may carry additional fees. For ProctorU technical specifications and additional information visit: http://citl.illinois.edu/services/for-students/proctoru.",,Nat Sci & Tech - Phys Sciences course.,,,,1,2018-12-21Z,2019-01-12Z,0,ONL,Online,ARRANGED,,,,,"Dunne, B"
2019,Winter,KV,ASTR,Astronomy,330,Extraterrestrial Life,"Scientific discussion of the search for extraterrestrial life. Topics include: cosmic evolution (protons to heavy elements to molecules); terrestrial evolution (chemical, biological, and cultural); high technology searches for extraterrestrial life in the solar system (Mars, Venus, outer planets); and beyond the solar system (Drake equation and current SETI projects).",3 hours.,,Nat Sci & Tech - Phys Sciences,10064,ONL,"This section has one or more proctored exams, which may carry additional fees. For ProctorU technical specifications and additional information visit: http://citl.illinois.edu/services/for-students/proctoru.",,,,,,1,2018-12-21Z,2019-01-12Z,0,ONL,Online,ARRANGED,,,,,"Looney, L"
2019,Winter,KV,ATMS,Atmospheric Sciences,120,Severe and Hazardous Weather,"Most extreme manifestations of weather and climate are analyzed in terms of their physical basis and their historical, economic and human consequences. Emphasis is placed on the interplay between technological advances, the evolution of meteorology as a science, and the impacts of extreme weather (winter storms, floods, severe thunderstorms, hurricanes, El Nino). Technological advances include satellites, weather radars and profilers, and computer models used for weather prediction. Same as ESE 120.",3 hours.,1PS,Nat Sci & Tech - Phys Sciences,10002,ONL,,,"Nat Sci & Tech - Phys Sciences, and Quantitative Reasoning II course.",,,,1,2018-12-21Z,2019-01-12Z,0,ONL,Online,ARRANGED,,,,,"Snodgrass, E"
2019,Winter,KV,ATMS,Atmospheric Sciences,120,Severe and Hazardous Weather,"Most extreme manifestations of weather and climate are analyzed in terms of their physical basis and their historical, economic and human consequences. Emphasis is placed on the interplay between technological advances, the evolution of meteorology as a science, and the impacts of extreme weather (winter storms, floods, severe thunderstorms, hurricanes, El Nino). Technological advances include satellites, weather radars and profilers, and computer models used for weather prediction. Same as ESE 120.",3 hours.,1QR2,Quantitative Reasoning II,10002,ONL,,,"Nat Sci & Tech - Phys Sciences, and Quantitative Reasoning II course.",,,,1,2018-12-21Z,2019-01-12Z,0,ONL,Online,ARRANGED,,,,,"Snodgrass, E"
2019,Winter,KM,BADM,Business Administration,300,The Legal Environment of Bus,"Introduction to law and the legal system, litigation, contracts, business organizations, intellectual property, employment law and governmental regulation of business.",3 hours.,,Quantitative Reasoning II,10013,OL ,Please be aware this course will be cancelled if a 20 student minimum enrollment is not met.   Please find information about the online course here: http://publish.illinois.edu/onlinestudentorientation/.,,,,,,1,2018-12-21Z,2019-01-12Z,0,ONL,Online,ARRANGED,,,,,"Fricke, M"
2019,Winter,KM,BADM,Business Administration,310,Mgmt and Organizational Beh,"General analysis of management and organizational behavior from a systems point of view, including classical organizational theory and management, organizational behavior, and management science; environmental forces; planning, organizing, and control processes; motivation, incentives, leadership, communication, and interpersonal relations; and discussion of production and decision-making and mathematical models.",3 hours.,,Quantitative Reasoning II,10014,OL ,Please be aware this course will be cancelled if a 20 student minimum enrollment is not met.   Please find information about the online course here: http://publish.illinois.edu/onlinestudentorientation/.,,,,,,1,2018-12-21Z,2019-01-12Z,0,ONL,Online,ARRANGED,,,,,"Gill, S"
