year,term,college,subject,subject_name,number,name,description,credit_hours,gen_ed,gen_ed_name,crn,section,section_info,section_notes,section_attributes,section_capp_area,section_co_request,section_special_approval,part_of_term,start_date,end_date,meeting,type,type_name,start_time,end_time,days,room,building,instructor
2017,Summer,KV,AAS,Asian American Studies,290,Individual Study,Supervised reading and research in Asian American Studies chosen by the student with instructor approval. May be repeated to a maximum of 6 hours. Prerequisite: AAS 100.,2 TO 3 hours.,,,10027,,,,,,,,1,2017-05-15Z,2017-08-03Z,0,IND,Independent Study,ARRANGED,,,,,
2017,Summer,KV,AAS,Asian American Studies,310,Race and Cultural Diversity,"Same as AFRO 310, EPS 310, and LLS 310. See EPS 310.",4 hours.,1US,Cultural Studies - US Minority,37440,A  ,,,"Advanced Composition, and Cultural Studies - US Minority course.",,,,S2,2017-06-12Z,2017-08-03Z,0,ONL,Online,05:00 PM,07:00 PM,M      ,,,"Velez, A"
2017,Summer,KV,AAS,Asian American Studies,310,Race and Cultural Diversity,"Same as AFRO 310, EPS 310, and LLS 310. See EPS 310.",4 hours.,1CLL,Advanced Composition,37440,A  ,,,"Advanced Composition, and Cultural Studies - US Minority course.",,,,S2,2017-06-12Z,2017-08-03Z,0,ONL,Online,05:00 PM,07:00 PM,M      ,,,"Velez, A"
2017,Summer,KV,AAS,Asian American Studies,310,Race and Cultural Diversity,"Same as AFRO 310, EPS 310, and LLS 310. See EPS 310.",4 hours.,1US,Cultural Studies - US Minority,37440,A  ,,,"Advanced Composition, and Cultural Studies - US Minority course.",,,,S2,2017-06-12Z,2017-08-03Z,0,ONL,Online,05:00 PM,07:00 PM,M      ,,,"Ward, R"
2017,Summer,KV,AAS,Asian American Studies,310,Race and Cultural Diversity,"Same as AFRO 310, EPS 310, and LLS 310. See EPS 310.",4 hours.,1CLL,Advanced Composition,37440,A  ,,,"Advanced Composition, and Cultural Studies - US Minority course.",,,,S2,2017-06-12Z,2017-08-03Z,0,ONL,Online,05:00 PM,07:00 PM,M      ,,,"Ward, R"
2017,Summer,KV,AAS,Asian American Studies,310,Race and Cultural Diversity,"Same as AFRO 310, EPS 310, and LLS 310. See EPS 310.",4 hours.,1US,Cultural Studies - US Minority,37443,B  ,,,"Advanced Composition, and Cultural Studies - US Minority course.",,,,S2,2017-06-12Z,2017-08-03Z,0,ONL,Online,05:00 PM,07:00 PM,M      ,,,"Velez, A"
2017,Summer,KV,AAS,Asian American Studies,310,Race and Cultural Diversity,"Same as AFRO 310, EPS 310, and LLS 310. See EPS 310.",4 hours.,1CLL,Advanced Composition,37443,B  ,,,"Advanced Composition, and Cultural Studies - US Minority course.",,,,S2,2017-06-12Z,2017-08-03Z,0,ONL,Online,05:00 PM,07:00 PM,M      ,,,"Velez, A"
2017,Summer,KV,AAS,Asian American Studies,310,Race and Cultural Diversity,"Same as AFRO 310, EPS 310, and LLS 310. See EPS 310.",4 hours.,1US,Cultural Studies - US Minority,37443,B  ,,,"Advanced Composition, and Cultural Studies - US Minority course.",,,,S2,2017-06-12Z,2017-08-03Z,0,ONL,Online,05:00 PM,07:00 PM,M      ,,,"Ward, R"
2017,Summer,KV,AAS,Asian American Studies,310,Race and Cultural Diversity,"Same as AFRO 310, EPS 310, and LLS 310. See EPS 310.",4 hours.,1CLL,Advanced Composition,37443,B  ,,,"Advanced Composition, and Cultural Studies - US Minority course.",,,,S2,2017-06-12Z,2017-08-03Z,0,ONL,Online,05:00 PM,07:00 PM,M      ,,,"Ward, R"
2017,Summer,KL,ABE,Agricultural and Biological Engineering,199,Undergraduate Open Seminar,May be repeated to a maximum of 12 hours.,1 TO 5 hours.,,Advanced Composition,10141,,,,,,,,1,2017-05-15Z,2017-08-03Z,0,IND,Independent Study,ARRANGED,,,,,
