year,term,college,subject,subject_name,number,name,description,credit_hours,gen_ed,gen_ed_name,crn,section,section_info,section_notes,section_attributes,section_capp_area,section_co_request,section_special_approval,part_of_term,start_date,end_date,meeting,type,type_name,start_time,end_time,days,room,building,instructor
2021,Winter,KL,ACE,Agricultural and Consumer Economics,161,Microcomputer Applications,Instruction and practice in solving data-related problems with microcomputers and general purpose software packages.,3 hours.,,,10105,N2 ,,,,,,,1,2020-12-21Z,2021-01-15Z,0,ONL,Online,ARRANGED,,,,,"Burnett, M"
2021,Winter,KL,ACE,Agricultural and Consumer Economics,240,Personal Financial Planning,"Examines principles of financial planning applied to individuals and households, with attention to organizing and analyzing financial information, budgeting, acquiring financial assets, managing credit, planning for taxes, investments, risk management, retirement, and estate planning. Prerequisite: Sophomore standing or consent of instructor.",3 hours.,,,10035,ONL,,,,,,,1,2020-12-21Z,2021-01-15Z,0,ONL,Online,ARRANGED,,,,,"Stoddard, P"
2021,Winter,KT,ADV,Charles H. Sandage Department of Advertising,150,Introduction to Advertising,"Introduction to the practice and profession of advertising. Course material covers various functional areas of advertising and integrated brand promotion, including account planning, creative, media, research, consumer behavior, sales promotion and interactive advertising. Topics also include how advertising relates to society in cultural, social, ethical and regulatory contexts. Open to all undergraduate majors.",3 hours.,,,10104,A  ,,,,,,,1,2020-12-21Z,2021-01-15Z,0,ONL,Online,ARRANGED,,,,,"Hall, S"
2021,Winter,KT,ADV,Charles H. Sandage Department of Advertising,490,Advanced Special Topics in Advertising,Covers current issues in various advertising areas not studied extensively in other courses. 1 to 3 undergraduate hours. 1 to 3 graduate hours. May be repeated in the same or separate terms to a maximum of 6 hours. Prerequisite: Announced separately for each topic.,1 TO 3 hours.,,,10073,C  ,"For ad majors considering a career in copywriting or just striving to become better creative thinkers and communicators, this course builds on Content Creation (ADV 390) to further explore copywriting concepts, processes and best practices. In this course we will craft headlines and body copy for a variety of media, all in the context of audience, strategy, design and the Big Idea. Watch video lectures on your own time. Writing-intensive and portfolio-building. PRE-REQUISITE: ADV 390.",,,,,,1,2020-12-21Z,2021-01-15Z,0,ONL,Online,ARRANGED,,,,,"Meron, S"
2021,Winter,LD,AFAS,Air Force Aerospace Studies,120,Intro to US Armed Forces,Same as MILS 120 and NS 120. See MILS 120.,3 hours.,1HP,Humanities – Hist & Phil,10096,ONL,,,Humanities - Hist & Phil course.,,,,1,2020-12-21Z,2021-01-15Z,0,ONL,Online,ARRANGED,,,,,"Ashworth, E"
2021,Winter,KL,ANSC,Animal Sciences,110,Life With Animals and Biotech,"Lecture/discussion course that will provide students an overview of biotechnology and animals. Focuses on biotechnological achievements involving animals and how they influence the global development of agriculture, medicine, and industry. Topics will be covered from scientific, discovery, historical, social, and political perspectives. Credit is not given to Animal Science majors.",3 hours.,1LS,Nat Sci & Tech - Life Sciences,10089,CA ,,,Nat Sci & Tech - Life Sciences course.,,,,1,2020-12-21Z,2021-01-15Z,0,ONL,Online,ARRANGED,,,,,"Allen, C"
2021,Winter,KR,ART,"Art and Design, School of",100,Understanding Visual Culture,"Interdisciplinary methods in recognizing and understanding meaning of a wide range of visual messages in the arts, design, and culture, with emphasis on critical thinking and analysis. Topics include: visual perception, visual persuasion, the visual interpretation of time and space, humor. Contemporary art and design are explored through the use of semiotics and historical, cultural and ethical aesthetic and technical perspectives.",3 hours.,1LA,Humanities – Lit & Arts,10045,LH ,The learning platform will be Compass.  Required Textbook [not listed through University bookstore] needed for class. Email Professor for details. laurajh@illinois.edu.,,Humanities - Lit & Arts course.,,,,1,2020-12-21Z,2021-01-15Z,0,ONL,Online,ARRANGED,,,,,"Hetrick, L"
2021,Winter,KR,ART,"Art and Design, School of",140,Introduction to Art,"A creative and expressive exploration of multiple art media, including but not limited to drawing, painting and design elements. This course is an introduction to the art making process with weekly interactive lectures and hands on studio sections. Additional fees may apply. See Class Schedule. Not open to students in art and design and architecture.",3 hours.,1LA,Humanities – Lit & Arts,10090,JB ,"Winter term there will be no fees, and students do not register for a lecture and lab.  The course will be taught online.",,Humanities - Lit & Arts course.,,,,1,2020-12-21Z,2021-01-15Z,0,ONL,Online,ARRANGED,,,,,"Bergmark, J"
2021,Winter,KR,ART,"Art and Design, School of",205,Experience & Meaning in Design,"Introduces students to the cultural impact of graphic design by connecting graphic design theory to the everyday experience of meaningful design. Graphic design will be studied as a mediating factor between culture and cognitive processing. The course utilizes a weekly pattern of assigned readings, online presentations, design assignments delivered online, and peer review. The reading and presentations will connect the students to major concepts. The assignments will allow students to demonstrate understanding of those concepts.",3 hours.,1BSC,Social & Beh Sci - Beh Sci,10091,NT ,,,"Social & Beh Sci - Beh Sci, and Cultural Studies - Western course.",,,,1,2020-12-21Z,2021-01-15Z,0,ONL,Online,ARRANGED,,,,,"Thomas, N"
2021,Winter,KR,ART,"Art and Design, School of",205,Experience & Meaning in Design,"Introduces students to the cultural impact of graphic design by connecting graphic design theory to the everyday experience of meaningful design. Graphic design will be studied as a mediating factor between culture and cognitive processing. The course utilizes a weekly pattern of assigned readings, online presentations, design assignments delivered online, and peer review. The reading and presentations will connect the students to major concepts. The assignments will allow students to demonstrate understanding of those concepts.",3 hours.,1WCC,Cultural Studies - Western,10091,NT ,,,"Social & Beh Sci - Beh Sci, and Cultural Studies - Western course.",,,,1,2020-12-21Z,2021-01-15Z,0,ONL,Online,ARRANGED,,,,,"Thomas, N"
